"Palomar","3.5 Demo EP","Self-Released","Yay! Palomar is back. These are 6 new demos the band put together recently in their practice space, showing the transitional phase of a band when you are still supporting a new album, but have started writing songs, no new album yet in sight. Extremely fun, upbeat, twee-based power pop. RIYL: All Girl Summer Fun Band, That Dog, Tullycraft, etc.","","","1.5.6.4.3.2"
"Of Montreal","The Sunlandic Twins","Polyvinyl","Hot on the heels of last years well received Satanic Panic in the Attic album, Of Montreal returns with another great collection of psych-pop. If you haven’t already been exposed to this band, you are in for a treat. Their music is delightfully cheery and will certainly bring a smile to the face of even the most jaded indie rock fan. There are the requisite Beach Boys and Beatles allusions scattered throughout the album which warrant the Psych-pop label, but this album stands out from the Elephant 6 crowd in a few ways. Singer Kevin Barnes’ admiration for Prince can be heard quite clearly on a few tracks here. The complicated electronic programming and synthesizer sounds add to the funkiness of the album and would surely make the Purple one proud. He makes words that would cause an amateur to stutter sound as natural as can be. He constructs very interesting melodies out of unusual word pairings and odd imagery. His vocal style is reminiscent of the Shins James Mercer at times. Barnes also has an incredible knack for creating killer choruses. Just about every song is catchy on the first listen. The songs grab you with their great hooks, but keep you coming back because of their depth and lyrical dexterity. Another leap forward from this excellent band, who doesn’t show any signs of slowing or stopping any time soon. ","","","3.4.5.11"
"Fingers Cut Megamachine","Fingers Cut Megamachine","Thick","The debut full length of Los Angeles based ‘Fingers Cut Megamachine’. Featuring the relentless song writing of 23 year old ex-Osker frontman Devon Williams, FCMM play an eclectic mix of Americana meets punk – think Wilco meets Westerberg, where torch meets twang. Though a departure from Oskers snotty antics, FCMM is rooted in punk rock dissonance, only steeped in acoustic texture and indie confidence. Recorded throughout 2004 and mixed by Mike Trujillo (Osker, Leftover Crack, Choking Victim) at Succulent Sounds Studios, this self titled CD feels like a natural progression from rebellious teen angst to self-aware organic song structure. Recommended if a Tim Kinsella/Lou Barlow/Chris Walla/Lucero hybrid sounds appealing, which it should.","","","1.5.6.4.9"
"Jesus and Mary Chain, The","Barbed Wire Kisses","WB","This 1988 compilation of B-sides, covers and demos is not a disposable record of a band’s detritus cobbled together to make a quick buck. I think it is actually one of the best JAMC albums, possibly second only to Psychocandy.  For those not familiar with Scotland ’s JAMC, the most obvious comparisons are the Velvet Underground and The Beach Boys—slathered in wall-of-sound distortion and feedback. That trademark sound is all over this album, as are less distorted and spare compositions that are just lovely, as well as songs that recall a darker, almost western gothic style. Covers include Bo Diddley (10), The Beach Boys (11), and Can (19).  Clean. ","","","9.10.14.16.1.2.5.7.8.11.13.18.20"
"Avarus","Ruskeatimantti","Tumult","Sprung from Finland's mist-shrouded underground music scene, the music of Avarus evokes the local clime -- a land of forests and fjords, dark skies and windswept landscapes. The result is droning hypnotic folk, mesmerizing Krautrock, rhythmic pagan musical rituals, detuned guitars and hand drums, chanting, wild percussion and everything in between. This double cd collects the early recorded works of the mysterious Finnish free folk collective. Previously released as limited run CD-R's and 7""s (in tiny runs of 50-200 copies), these tracks are a tantalizing glimpse into the musical world of Finnish experimental music, combining the hypno rock of fellow countrymen Circle, the pagan ritualism of The Wicker Man, the droning throb of Faust and the propulsive rhythm of Can.","","","D1: 1.2.8D2: 2"
"Architecture In Helsinki","In Case We Die","Bar-None","After a year of solidly touring around Australia and North America in support of their debut ""Fingers Crossed,"" Melbourne's favorite ramshackle musical posse, Architecture in Helsinki, haa become a hardened combo. They've taken the fragile whimsy and naivete of their studio-oriented debut and fused it with an almost punk energy. Their newest release, ""In Case We Die"" -- recorded with a cast of over 40 musicians, which lends a uniquely communal aura to the songs -- is not a concept album, but you could liken it to a rock opera. Songs are laced with intense and dramatic twists at every turn. Opera singers bellow. Strings soar. Fireworks explode. Cats meow into microphones. Choirs sing out of tune and jungle rhythms come out of nowhere. It is indeed an epic voyage, and it laughs in the face of the ""difficult second album.""","","","2.3.4.6.7.9"
"Supervillains","Supervillains","Suckadelic","In addition to creating custom-made action figures and tricking out bicycles, New York's Sucklord (a.k.a. Supergenius -- the man behind the new Supervillains project"") first gained international notoriety with the seminal ""Star Wars Breakbeats"" CD. Released in 1997, this quirky gem brkoe the CMJ top 40, was praised in the Beastie Boys' Grand Royal magazine, and was featured on NPR. Supervillains builds on past successes, blending cheeky pop-culture references with tweaky electro beats. A sample-rich collection of classic cartoon and Sci-Fi villains from the 70s and 80s, ""Supervillains"" re-casts your favorite evil-doers as the stars of the show. Heavyweight baddies what as Skeletor, Megatron, Cobra Commander, Gargamel, and The Green Goblin get their time to shine over 19 trax of breakbeats, funk licks, and psychedelic tripouts.","","","4.6.7.10.12.15"
"Spoon","Gimme Fiction","Merge","Austin's finest is back with another great album.  Just as ""Girls Can Tell"" built so much on ""Series of Sneaks"" and just as much of a progression (however I'm still partial to GCT) ""Kill the Moonlight"" was, Spoon's 5th LP is another jump forward. Adding some more instrumentation to the mix (keyboards again, along with some strings) and a lot of noisy effects laden guitar work, (I keep being reminded of Yankee Hotel Foxtrot's or parts of A Ghost is Born's ""noisy guitar moments), ""Gimme Fiction"" again proves that Spoon is a great rock n' roll band.  Britt's songwriting is, as always, top notch and shows that he should be getting all of the alcolades that his Omahanian-split-cd-mate gets. ","","","1.10.4.2.8.5.7"
"Stereophonics","Language Sex Violence Other","V2","If you were expecting another melodic pop/love song album from Kelly Jones, as I was, this is not really it (try ""Lolita"", ""Rewind"" or ""Feel""). This time the group returns to their roots in rock appropriately naming the album Language. Sex. Violence. Other? The album itself is raunchy, loud, and violent this is what makes it musically entertaining. The problem comes with the lyrics that are too simple and repetitive, nothing amazing lyric-wise on this album. But that being said, the loud guitars and Kelly’s one-too-many-cigarettes voice is hot. These songs probably won’t make you think or have an emotional effect on you, but they will get you pumped up to fight or other… ","","","4.3.7.6.9"
"Edie Sedgwick","Her Love Is Real...","DeSoto","Okay, so Justin Moyer from El Guapo decided that it would cool ta make a concept album about the deification of celebrity, and how that all causes them to be inhuman and then if they are inhuman, what are we? Then he decided that it'd be cool to make that album as a woman. Edie Sedgwick was one of Andy Warhol's muses, and she's dead now. Justin Moyer calls himself that. The music follows familiar El Guapo-isms, with keyboard heavy grounding and up-tempo beats, as well as really fast singing. I'm trying to concentrate on the political/metaphysical lyrics, but i can't stop thinking about how terrible he looks as a woman.","","","1.6.7.8"
